Occupation ID,Occupation,Sex ID,Sex,Age Range ID,Age Range,Quarter ID,Quarter,Number of Records
1112,Legisladores,1,Hombre,4,45 to 54 years,20204,2020-Q4,1
1112,Legisladores,2,Mujer,2,25 to 34 years,20194,2019-Q4,1
1112,Legisladores,2,Mujer,2,25 to 34 years,20201,2020-Q1,1
1112,Legisladores,2,Mujer,2,25 to 34 years,20204,2020-Q4,1
1112,Legisladores,2,Mujer,3,35 to 44 years,20194,2019-Q4,1
1112,Legisladores,2,Mujer,3,35 to 44 years,20203,2020-Q3,1
1112,Legisladores,2,Mujer,4,45 to 54 years,20191,2019-Q1,1
1112,Legisladores,2,Mujer,4,45 to 54 years,20204,2020-Q4,1
1113,Presidentes y Autoridades Municipales,1,Hombre,2,25 to 34 years,20191,2019-Q1,5
1113,Presidentes y Autoridades Municipales,1,Hombre,2,25 to 34 years,20192,2019-Q2,5
1113,Presidentes y Autoridades Municipales,1,Hombre,2,25 to 34 years,20193,2019-Q3,5
1113,Presidentes y Autoridades Municipales,1,Hombre,2,25 to 34 years,20194,2019-Q4,2
1113,Presidentes y Autoridades Municipales,1,Hombre,2,25 to 34 years,20201,2020-Q1,7
1113,Presidentes y Autoridades Municipales,1,Hombre,2,25 to 34 years,20203,2020-Q3,6
1113,Presidentes y Autoridades Municipales,1,Hombre,2,25 to 34 years,20204,2020-Q4,4
1113,Presidentes y Autoridades Municipales,1,Hombre,3,35 to 44 years,20191,2019-Q1,8
1113,Presidentes y Autoridades Municipales,1,Hombre,3,35 to 44 years,20192,2019-Q2,8
1113,Presidentes y Autoridades Municipales,1,Hombre,3,35 to 44 years,20193,2019-Q3,9
1113,Presidentes y Autoridades Municipales,1,Hombre,3,35 to 44 years,20194,2019-Q4,12
1113,Presidentes y Autoridades Municipales,1,Hombre,3,35 to 44 years,20201,2020-Q1,11
1113,Presidentes y Autoridades Municipales,1,Hombre,3,35 to 44 years,20203,2020-Q3,7
1113,Presidentes y Autoridades Municipales,1,Hombre,3,35 to 44 years,20204,2020-Q4,5
1113,Presidentes y Autoridades Municipales,1,Hombre,4,45 to 54 years,20191,2019-Q1,5
1113,Presidentes y Autoridades Municipales,1,Hombre,4,45 to 54 years,20192,2019-Q2,2
1113,Presidentes y Autoridades Municipales,1,Hombre,4,45 to 54 years,20193,2019-Q3,8
1113,Presidentes y Autoridades Municipales,1,Hombre,4,45 to 54 years,20194,2019-Q4,10
1113,Presidentes y Autoridades Municipales,1,Hombre,4,45 to 54 years,20201,2020-Q1,13
1113,Presidentes y Autoridades Municipales,1,Hombre,4,45 to 54 years,20203,2020-Q3,9
1113,Presidentes y Autoridades Municipales,1,Hombre,4,45 to 54 years,20204,2020-Q4,9
1113,Presidentes y Autoridades Municipales,2,Mujer,1,15 to 24 years,20191,2019-Q1,1
1113,Presidentes y Autoridades Municipales,2,Mujer,1,15 to 24 years,20193,2019-Q3,1
1113,Presidentes y Autoridades Municipales,2,Mujer,1,15 to 24 years,20194,2019-Q4,1
1113,Presidentes y Autoridades Municipales,2,Mujer,1,15 to 24 years,20204,2020-Q4,1
1113,Presidentes y Autoridades Municipales,2,Mujer,2,25 to 34 years,20191,2019-Q1,3
1113,Presidentes y Autoridades Municipales,2,Mujer,2,25 to 34 years,20192,2019-Q2,6
1113,Presidentes y Autoridades Municipales,2,Mujer,2,25 to 34 years,20193,2019-Q3,4
1113,Presidentes y Autoridades Municipales,2,Mujer,2,25 to 34 years,20194,2019-Q4,3
1113,Presidentes y Autoridades Municipales,2,Mujer,2,25 to 34 years,20201,2020-Q1,7
1113,Presidentes y Autoridades Municipales,2,Mujer,2,25 to 34 years,20203,2020-Q3,3
1113,Presidentes y Autoridades Municipales,2,Mujer,2,25 to 34 years,20204,2020-Q4,2
1113,Presidentes y Autoridades Municipales,2,Mujer,3,35 to 44 years,20191,2019-Q1,2
1113,Presidentes y Autoridades Municipales,2,Mujer,3,35 to 44 years,20192,2019-Q2,5
1113,Presidentes y Autoridades Municipales,2,Mujer,3,35 to 44 years,20193,2019-Q3,7
1113,Presidentes y Autoridades Municipales,2,Mujer,3,35 to 44 years,20194,2019-Q4,7
1113,Presidentes y Autoridades Municipales,2,Mujer,3,35 to 44 years,20201,2020-Q1,9
1113,Presidentes y Autoridades Municipales,2,Mujer,3,35 to 44 years,20203,2020-Q3,10
1113,Presidentes y Autoridades Municipales,2,Mujer,3,35 to 44 years,20204,2020-Q4,11
1113,Presidentes y Autoridades Municipales,2,Mujer,4,45 to 54 years,20191,2019-Q1,10
1113,Presidentes y Autoridades Municipales,2,Mujer,4,45 to 54 years,20192,2019-Q2,5
1113,Presidentes y Autoridades Municipales,2,Mujer,4,45 to 54 years,20193,2019-Q3,10
1113,Presidentes y Autoridades Municipales,2,Mujer,4,45 to 54 years,20194,2019-Q4,7
1113,Presidentes y Autoridades Municipales,2,Mujer,4,45 to 54 years,20201,2020-Q1,17
1113,Presidentes y Autoridades Municipales,2,Mujer,4,45 to 54 years,20203,2020-Q3,5
1113,Presidentes y Autoridades Municipales,2,Mujer,4,45 to 54 years,20204,2020-Q4,11
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,1,15 to 24 years,20194,2019-Q4,1
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,2,25 to 34 years,20191,2019-Q1,2
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,2,25 to 34 years,20192,2019-Q2,1
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,2,25 to 34 years,20193,2019-Q3,2
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,2,25 to 34 years,20194,2019-Q4,5
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,2,25 to 34 years,20201,2020-Q1,2
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,2,25 to 34 years,20203,2020-Q3,2
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,2,25 to 34 years,20204,2020-Q4,4
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,3,35 to 44 years,20191,2019-Q1,4
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,3,35 to 44 years,20192,2019-Q2,7
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,3,35 to 44 years,20193,2019-Q3,6
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,3,35 to 44 years,20194,2019-Q4,2
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,3,35 to 44 years,20201,2020-Q1,6
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,3,35 to 44 years,20203,2020-Q3,3
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,3,35 to 44 years,20204,2020-Q4,5
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,4,45 to 54 years,20191,2019-Q1,10
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,4,45 to 54 years,20192,2019-Q2,5
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,4,45 to 54 years,20193,2019-Q3,4
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,4,45 to 54 years,20194,2019-Q4,7
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,4,45 to 54 years,20201,2020-Q1,8
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,4,45 to 54 years,20203,2020-Q3,5
1121,Presidentes y Directores Generales en Instituciones Públicas,1,Hombre,4,45 to 54 years,20204,2020-Q4,6
1121,Presidentes y Directores Generales en Instituciones Públicas,2,Mujer,2,25 to 34 years,20191,2019-Q1,2
1121,Presidentes y Directores Generales en Instituciones Públicas,2,Mujer,2,25 to 34 years,20192,2019-Q2,3
1121,Presidentes y Directores Generales en Instituciones Públicas,2,Mujer,2,25 to 34 years,20193,2019-Q3,5
1121,Presidentes y Directores Generales en Instituciones Públicas,2,Mujer,2,25 to 34 years,20194,2019-Q4,5
1121,Presidentes y Directores Generales en Instituciones Públicas,2,Mujer,2,25 to 34 years,20203,2020-Q3,2
1121,Presidentes y Directores Generales en Instituciones Públicas,2,Mujer,2,25 to 34 years,20204,2020-Q4,5
1121,Presidentes y Directores Generales en Instituciones Públicas,2,Mujer,3,35 to 44 years,20191,2019-Q1,3
1121,Presidentes y Directores Generales en Instituciones Públicas,2,Mujer,3,35 to 44 years,20192,2019-Q2,4
1121,Presidentes y Directores Generales en Instituciones Públicas,2,Mujer,3,35 to 44 years,20193,2019-Q3,4
1121,Presidentes y Directores Generales en Instituciones Públicas,2,Mujer,3,35 to 44 years,20201,2020-Q1,3
1121,Presidentes y Directores Generales en Instituciones Públicas,2,Mujer,3,35 to 44 years,20203,2020-Q3,3
1121,Presidentes y Directores Generales en Instituciones Públicas,2,Mujer,3,35 to 44 years,20204,2020-Q4,4
1121,Presidentes y Directores Generales en Instituciones Públicas,2,Mujer,4,45 to 54 years,20191,2019-Q1,3
1121,Presidentes y Directores Generales en Instituciones Públicas,2,Mujer,4,45 to 54 years,20192,2019-Q2,4
1121,Presidentes y Directores Generales en Instituciones Públicas,2,Mujer,4,45 to 54 years,20193,2019-Q3,2
1121,Presidentes y Directores Generales en Instituciones Públicas,2,Mujer,4,45 to 54 years,20194,2019-Q4,2
1121,Presidentes y Directores Generales en Instituciones Públicas,2,Mujer,4,45 to 54 years,20201,2020-Q1,1
1121,Presidentes y Directores Generales en Instituciones Públicas,2,Mujer,4,45 to 54 years,20203,2020-Q3,1
1121,Presidentes y Directores Generales en Instituciones Públicas,2,Mujer,4,45 to 54 years,20204,2020-Q4,2
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,1,15 to 24 years,20191,2019-Q1,1
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,1,15 to 24 years,20192,2019-Q2,4
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,1,15 to 24 years,20193,2019-Q3,2
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,1,15 to 24 years,20194,2019-Q4,2
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,1,15 to 24 years,20201,2020-Q1,2
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,1,15 to 24 years,20204,2020-Q4,1
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,2,25 to 34 years,20191,2019-Q1,25
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,2,25 to 34 years,20192,2019-Q2,28
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,2,25 to 34 years,20193,2019-Q3,29
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,2,25 to 34 years,20194,2019-Q4,20
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,2,25 to 34 years,20201,2020-Q1,18
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,2,25 to 34 years,20203,2020-Q3,12
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,2,25 to 34 years,20204,2020-Q4,21
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,3,35 to 44 years,20191,2019-Q1,41
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,3,35 to 44 years,20192,2019-Q2,46
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,3,35 to 44 years,20193,2019-Q3,35
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,3,35 to 44 years,20194,2019-Q4,45
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,3,35 to 44 years,20201,2020-Q1,36
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,3,35 to 44 years,20203,2020-Q3,18
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,3,35 to 44 years,20204,2020-Q4,25
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,4,45 to 54 years,20191,2019-Q1,35
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,4,45 to 54 years,20192,2019-Q2,40
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,4,45 to 54 years,20193,2019-Q3,33
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,4,45 to 54 years,20194,2019-Q4,32
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,4,45 to 54 years,20201,2020-Q1,31
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,4,45 to 54 years,20203,2020-Q3,27
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,1,Hombre,4,45 to 54 years,20204,2020-Q4,36
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,1,15 to 24 years,20191,2019-Q1,1
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,1,15 to 24 years,20192,2019-Q2,4
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,1,15 to 24 years,20193,2019-Q3,1
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,1,15 to 24 years,20194,2019-Q4,1
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,1,15 to 24 years,20201,2020-Q1,4
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,1,15 to 24 years,20203,2020-Q3,3
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,1,15 to 24 years,20204,2020-Q4,1
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,2,25 to 34 years,20191,2019-Q1,17
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,2,25 to 34 years,20192,2019-Q2,14
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,2,25 to 34 years,20193,2019-Q3,17
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,2,25 to 34 years,20194,2019-Q4,13
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,2,25 to 34 years,20201,2020-Q1,12
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,2,25 to 34 years,20203,2020-Q3,12
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,2,25 to 34 years,20204,2020-Q4,8
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,3,35 to 44 years,20191,2019-Q1,17
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,3,35 to 44 years,20192,2019-Q2,8
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,3,35 to 44 years,20193,2019-Q3,16
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,3,35 to 44 years,20194,2019-Q4,14
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,3,35 to 44 years,20201,2020-Q1,13
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,3,35 to 44 years,20203,2020-Q3,12
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,3,35 to 44 years,20204,2020-Q4,17
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,4,45 to 54 years,20191,2019-Q1,11
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,4,45 to 54 years,20192,2019-Q2,10
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,4,45 to 54 years,20193,2019-Q3,7
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,4,45 to 54 years,20194,2019-Q4,10
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,4,45 to 54 years,20201,2020-Q1,8
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,4,45 to 54 years,20203,2020-Q3,4
1122,Presidentes y Directores Generales en Instituciones y Empresas Privadas,2,Mujer,4,45 to 54 years,20204,2020-Q4,6
1129,"Otros Presidentes y Directores Generales, no Clasificados Anteriormente",1,Hombre,2,25 to 34 years,20193,2019-Q3,1
1129,"Otros Presidentes y Directores Generales, no Clasificados Anteriormente",1,Hombre,3,35 to 44 years,20193,2019-Q3,1
1129,"Otros Presidentes y Directores Generales, no Clasificados Anteriormente",1,Hombre,3,35 to 44 years,20194,2019-Q4,1
1129,"Otros Presidentes y Directores Generales, no Clasificados Anteriormente",1,Hombre,4,45 to 54 years,20191,2019-Q1,2
1129,"Otros Presidentes y Directores Generales, no Clasificados Anteriormente",1,Hombre,4,45 to 54 years,20192,2019-Q2,1
1129,"Otros Presidentes y Directores Generales, no Clasificados Anteriormente",1,Hombre,4,45 to 54 years,20193,2019-Q3,1
1129,"Otros Presidentes y Directores Generales, no Clasificados Anteriormente",2,Mujer,1,15 to 24 years,20203,2020-Q3,1
1129,"Otros Presidentes y Directores Generales, no Clasificados Anteriormente",2,Mujer,2,25 to 34 years,20192,2019-Q2,1
1129,"Otros Presidentes y Directores Generales, no Clasificados Anteriormente",2,Mujer,2,25 to 34 years,20193,2019-Q3,1
1129,"Otros Presidentes y Directores Generales, no Clasificados Anteriormente",2,Mujer,3,35 to 44 years,20194,2019-Q4,1
1131,Directores de Organizaciones Políticas,1,Hombre,1,15 to 24 years,20192,2019-Q2,1
1131,Directores de Organizaciones Políticas,1,Hombre,2,25 to 34 years,20192,2019-Q2,1
1131,Directores de Organizaciones Políticas,1,Hombre,2,25 to 34 years,20193,2019-Q3,3
1131,Directores de Organizaciones Políticas,1,Hombre,2,25 to 34 years,20203,2020-Q3,1
1131,Directores de Organizaciones Políticas,1,Hombre,2,25 to 34 years,20204,2020-Q4,3
1131,Directores de Organizaciones Políticas,1,Hombre,3,35 to 44 years,20191,2019-Q1,2
1131,Directores de Organizaciones Políticas,1,Hombre,3,35 to 44 years,20193,2019-Q3,6
1131,Directores de Organizaciones Políticas,1,Hombre,3,35 to 44 years,20194,2019-Q4,3
1131,Directores de Organizaciones Políticas,1,Hombre,3,35 to 44 years,20201,2020-Q1,1
1131,Directores de Organizaciones Políticas,1,Hombre,3,35 to 44 years,20203,2020-Q3,1
1131,Directores de Organizaciones Políticas,1,Hombre,3,35 to 44 years,20204,2020-Q4,1
1131,Directores de Organizaciones Políticas,1,Hombre,4,45 to 54 years,20191,2019-Q1,1
1131,Directores de Organizaciones Políticas,1,Hombre,4,45 to 54 years,20192,2019-Q2,4
1131,Directores de Organizaciones Políticas,1,Hombre,4,45 to 54 years,20193,2019-Q3,2
1131,Directores de Organizaciones Políticas,1,Hombre,4,45 to 54 years,20194,2019-Q4,1
1131,Directores de Organizaciones Políticas,1,Hombre,4,45 to 54 years,20201,2020-Q1,1
1131,Directores de Organizaciones Políticas,1,Hombre,4,45 to 54 years,20203,2020-Q3,1
1131,Directores de Organizaciones Políticas,2,Mujer,1,15 to 24 years,20203,2020-Q3,1
1131,Directores de Organizaciones Políticas,2,Mujer,2,25 to 34 years,20191,2019-Q1,1
1131,Directores de Organizaciones Políticas,2,Mujer,2,25 to 34 years,20192,2019-Q2,2
1131,Directores de Organizaciones Políticas,2,Mujer,2,25 to 34 years,20194,2019-Q4,1
1131,Directores de Organizaciones Políticas,2,Mujer,2,25 to 34 years,20204,2020-Q4,1
1131,Directores de Organizaciones Políticas,2,Mujer,3,35 to 44 years,20192,2019-Q2,2
1131,Directores de Organizaciones Políticas,2,Mujer,3,35 to 44 years,20204,2020-Q4,1
1131,Directores de Organizaciones Políticas,2,Mujer,4,45 to 54 years,20191,2019-Q1,2
1131,Directores de Organizaciones Políticas,2,Mujer,4,45 to 54 years,20192,2019-Q2,3
1131,Directores de Organizaciones Políticas,2,Mujer,4,45 to 54 years,20193,2019-Q3,3
1131,Directores de Organizaciones Políticas,2,Mujer,4,45 to 54 years,20194,2019-Q4,2
1131,Directores de Organizaciones Políticas,2,Mujer,4,45 to 54 years,20201,2020-Q1,1
1131,Directores de Organizaciones Políticas,2,Mujer,4,45 to 54 years,20203,2020-Q3,1
1131,Directores de Organizaciones Políticas,2,Mujer,4,45 to 54 years,20204,2020-Q4,2
1132,Directores de Organizaciones Sindicales,1,Hombre,1,15 to 24 years,20203,2020-Q3,1
1132,Directores de Organizaciones Sindicales,1,Hombre,2,25 to 34 years,20191,2019-Q1,2
1132,Directores de Organizaciones Sindicales,1,Hombre,2,25 to 34 years,20193,2019-Q3,2
1132,Directores de Organizaciones Sindicales,1,Hombre,2,25 to 34 years,20194,2019-Q4,4
1132,Directores de Organizaciones Sindicales,1,Hombre,2,25 to 34 years,20201,2020-Q1,2
1132,Directores de Organizaciones Sindicales,1,Hombre,2,25 to 34 years,20203,2020-Q3,2
1132,Directores de Organizaciones Sindicales,1,Hombre,2,25 to 34 years,20204,2020-Q4,3
1132,Directores de Organizaciones Sindicales,1,Hombre,3,35 to 44 years,20191,2019-Q1,5
1132,Directores de Organizaciones Sindicales,1,Hombre,3,35 to 44 years,20192,2019-Q2,4
1132,Directores de Organizaciones Sindicales,1,Hombre,3,35 to 44 years,20193,2019-Q3,7
1132,Directores de Organizaciones Sindicales,1,Hombre,3,35 to 44 years,20194,2019-Q4,7
1132,Directores de Organizaciones Sindicales,1,Hombre,3,35 to 44 years,20201,2020-Q1,4
1132,Directores de Organizaciones Sindicales,1,Hombre,3,35 to 44 years,20204,2020-Q4,4
1132,Directores de Organizaciones Sindicales,1,Hombre,4,45 to 54 years,20191,2019-Q1,8
1132,Directores de Organizaciones Sindicales,1,Hombre,4,45 to 54 years,20192,2019-Q2,8
1132,Directores de Organizaciones Sindicales,1,Hombre,4,45 to 54 years,20193,2019-Q3,5
1132,Directores de Organizaciones Sindicales,1,Hombre,4,45 to 54 years,20194,2019-Q4,8
1132,Directores de Organizaciones Sindicales,1,Hombre,4,45 to 54 years,20201,2020-Q1,9
1132,Directores de Organizaciones Sindicales,1,Hombre,4,45 to 54 years,20203,2020-Q3,6
1132,Directores de Organizaciones Sindicales,1,Hombre,4,45 to 54 years,20204,2020-Q4,8
1132,Directores de Organizaciones Sindicales,2,Mujer,1,15 to 24 years,20193,2019-Q3,1
1132,Directores de Organizaciones Sindicales,2,Mujer,2,25 to 34 years,20191,2019-Q1,1
1132,Directores de Organizaciones Sindicales,2,Mujer,2,25 to 34 years,20192,2019-Q2,2
1132,Directores de Organizaciones Sindicales,2,Mujer,2,25 to 34 years,20193,2019-Q3,1
1132,Directores de Organizaciones Sindicales,2,Mujer,2,25 to 34 years,20201,2020-Q1,2
1132,Directores de Organizaciones Sindicales,2,Mujer,2,25 to 34 years,20204,2020-Q4,1
1132,Directores de Organizaciones Sindicales,2,Mujer,3,35 to 44 years,20191,2019-Q1,1
1132,Directores de Organizaciones Sindicales,2,Mujer,3,35 to 44 years,20192,2019-Q2,2
1132,Directores de Organizaciones Sindicales,2,Mujer,3,35 to 44 years,20193,2019-Q3,1
1132,Directores de Organizaciones Sindicales,2,Mujer,3,35 to 44 years,20194,2019-Q4,3
1132,Directores de Organizaciones Sindicales,2,Mujer,3,35 to 44 years,20201,2020-Q1,2
1132,Directores de Organizaciones Sindicales,2,Mujer,3,35 to 44 years,20204,2020-Q4,1
1132,Directores de Organizaciones Sindicales,2,Mujer,4,45 to 54 years,20193,2019-Q3,6
1132,Directores de Organizaciones Sindicales,2,Mujer,4,45 to 54 years,20194,2019-Q4,3
1132,Directores de Organizaciones Sindicales,2,Mujer,4,45 to 54 years,20201,2020-Q1,3
1132,Directores de Organizaciones Sindicales,2,Mujer,4,45 to 54 years,20203,2020-Q3,4
1132,Directores de Organizaciones Sindicales,2,Mujer,4,45 to 54 years,20204,2020-Q4,2
1133,Directores de Organizaciones Empresariales,1,Hombre,1,15 to 24 years,20194,2019-Q4,1
1133,Directores de Organizaciones Empresariales,1,Hombre,2,25 to 34 years,20193,2019-Q3,1
1133,Directores de Organizaciones Empresariales,1,Hombre,2,25 to 34 years,20194,2019-Q4,1
1133,Directores de Organizaciones Empresariales,1,Hombre,3,35 to 44 years,20192,2019-Q2,2
1133,Directores de Organizaciones Empresariales,1,Hombre,3,35 to 44 years,20203,2020-Q3,2
1133,Directores de Organizaciones Empresariales,1,Hombre,4,45 to 54 years,20192,2019-Q2,2
1133,Directores de Organizaciones Empresariales,1,Hombre,4,45 to 54 years,20194,2019-Q4,1
1133,Directores de Organizaciones Empresariales,1,Hombre,4,45 to 54 years,20201,2020-Q1,1
1133,Directores de Organizaciones Empresariales,1,Hombre,4,45 to 54 years,20204,2020-Q4,1
1133,Directores de Organizaciones Empresariales,2,Mujer,1,15 to 24 years,20203,2020-Q3,1
1133,Directores de Organizaciones Empresariales,2,Mujer,2,25 to 34 years,20192,2019-Q2,1
1133,Directores de Organizaciones Empresariales,2,Mujer,3,35 to 44 years,20194,2019-Q4,1
1133,Directores de Organizaciones Empresariales,2,Mujer,3,35 to 44 years,20204,2020-Q4,1
